889	30
890	30
891	40.3
892	30
893	30
894	42.5
895	30
896	30
897	30
898	30
899	30
900	30
901	30
902	30
903	30
904	30
905	30
906	30
907	30
908	30
909	30
910	30
911	141.8
912	30
913	30
914	30
915	30
916	30
917	30.3
918	30
919	30
920	30
921	32.8
922	30
923	30
924	30
925	40.9
926	30
927	30
928	41.7
929	64.8
930	64.3
931	30
932	30
933	30.2
934	30
935	30
936	30
937	30
938	30
939	30
940	62.2
941	39.1
942	30
943	30
944	30
945	30
946	30
947	34.5
948	30
949	30
950	30
951	30
952	30
953	30
954	30
955	30
956	30
957	30
958	30
959	53.1
960	30
961	30
962	30.5
963	30
964	30.3
965	30
966	30.5
967	30
968	30
969	30
970	30
971	30
972	31.0
973	30
974	30
975	56.8
976	30
977	30
978	30
979	30
980	30
981	30
982	30
983	30
984	30
985	30
986	30
987	30
988	30
989	30
990	40.1
991	48.8
992	30
993	54.0
994	30
995	30
996	30
997	38.6
998	38.2
999	30
1000	44.6
1001	30
1002	30
1003	30
1004	30
1005	30
1006	30
1007	30
1008	30
1009	30.1
1010	30
1011	30
1012	30
1013	30
1014	30
1015	30
1016	33.7
1017	30
1018	30
1019	30
1020	30
1021	63.0
1022	30
1023	30
1024	33.1
1025	30
1026	30
1027	30
1028	30
1029	30
1030	30
1031	32.6
1032	30
1033	55.3
1034	30
1035	30
1036	30
1037	30
1038	30
1039	33.0
1040	30
1041	30
1042	34.7
1043	30
1044	30
1045	30
1046	30
1047	30
1048	30
1049	30
1050	30
1051	30
1052	30
1053	34.2
1054	30
1055	30
1056	30
1057	30
1058	34.5
1059	30
1060	30
1061	30
1062	30
1063	61.8
1064	30
1065	48.2
1066	30
1067	30
1068	63.6
1069	30
1070	39.3
1071	30
1072	30
1073	30
1074	30
1075	38.7
1076	30
1077	30
1078	30
1079	30
1080	30
1081	30
1082	30
1083	30
1084	30
1085	30
1086	30
1087	30
1088	30
1089	74.0
1090	30
1091	30
1092	30
1093	30
1094	31.9
1095	30
1096	30
1097	30
1098	30
1099	30
1100	30
1101	30
1102	30
1103	30
1104	31.9
1105	30
1106	30
1107	30
1108	30
1109	30
1110	30
1111	30
1112	117.3
1113	30
1114	30
1115	30
1116	30
1117	30
1118	30
1119	30.2
1120	30
1121	30
1122	30
1123	30
1124	30
1125	37.8
1126	30
1127	30
1128	30.9
1129	35.7
1130	73.6
1131	30
1132	71.9
1133	36.9
1134	30
1135	30
1136	57.2
1137	30
1138	30
1139	30
1140	30
1141	30
1142	30
1143	78.3
1144	30
1145	35.7
1146	342.4
1147	30
1148	30
1149	30
1150	30
1151	30
1152	30
1153	30
1154	30
1155	30
1156	30
1157	30
1158	30
1159	32.4
1160	30
1161	38.0
1162	30
1163	30
1164	30
1165	30
1166	46.6
1167	30
1168	30
1169	61.3
1170	30
1171	30
1172	62.6
1173	30
1174	30
1175	30
1176	52.5
1177	30
1178	30
1179	30
1180	30
1181	39.7
1182	30.2
1183	30
1184	30
1185	30
1186	30
1187	30
1188	30
1189	30
1190	30
1191	30
1192	30
1193	30
1194	30
1195	30
1196	40.4
1197	35.0
1198	30
1199	74.9
1200	30
1201	30
1202	30
1203	30
1204	30
1205	30
1206	30
1207	30
1208	30
1209	30
1210	30
1211	45.3
1212	30.6
1213	38.1
1214	30
1215	30
1216	57.0
1217	43.7
1218	30
1219	30
1220	37.9
1221	30
1222	30
1223	31.8
1224	30
1225	30
1226	30
1227	30
1228	30
1229	39.3
1230	30
1231	30
1232	30.3
1233	30
1234	30
1235	30
1236	30
1237	30
1238	30
1239	30
1240	30
1241	31.0
1242	30
1243	30
1244	30
1245	30
1246	30
1247	30
1248	30
1249	30
1250	30
1251	30
1252	30
1253	94.5
1254	94.0
1255	30
1256	30
1257	30
1258	30
1259	30
1260	30
1261	50.9
1262	30
1263	30
1264	30
1265	30
1266	30
1267	30
1268	31.7
1269	32.9
1270	30
1271	30
1272	30
1273	30
1274	30
1275	30
1276	30
1277	33.6
1278	30
1279	30
1280	30
1281	30
1282	30
1283	30
1284	30
1285	30
1286	30
1287	30
1288	30
1289	30
1290	30
1291	30
1292	30
1293	30
1294	30.5
1295	30
1296	30
1297	30
1298	31.8
1299	30
1300	30
1301	30
1302	30
1303	38.5
1304	30
1305	30
1306	30
1307	30
1308	249.2
1309	30
1310	30
1311	30
1312	30
1313	30
1314	154.1
1315	30
1316	30
1317	30
1318	30
1319	30
1320	30
1321	30
1322	30
1323	30
1324	30
1325	30
1326	30
1327	30
1328	30
1329	30
1330	30
1331	39.8
1332	30
1333	45.2
1334	40.2
1335	30
1336	30
1337	36.0
1338	30
1339	31.4
1340	87.4
1341	30
1342	30
1343	30
1344	30
1345	30
1346	30
1347	30
1348	30
1349	30
1350	30
1351	68.5
1352	30
1353	30
1354	35.3
1355	820.8
1356	30
1357	35.4
1358	30
1359	30
1360	30
1361	30
1362	30
1363	30
1364	47.1
1365	30
1366	30
1367	30
1368	30
1369	30
1370	30
1371	30
1372	832.6
1373	30
1374	30
1375	30
1376	158.4
1377	30
1378	30
1379	30
1380	30
1381	30.6
1382	30
1383	30
1384	30
